,Game,Period,Time,Event,Poss,EventPoss
3679,4,1,0.013684722,NZ_offense,Dartmouth,
3839,4,1,0.01370752,RPIPoss,RPI,
3169,4,1,0.013776505,Forecheck,RPI,
2669,4,1,0.013779861,Entry,RPI,
1059,4,1,0.01385324,OppoPoss,Dartmouth,
4007,4,1,0.013866782,Opponent_breakout,Dartmouth,
4435,4,1,0.013889236,Opponent_entry,Dartmouth,
2449,4,1,0.013906019,Defensive_zone,Dartmouth,
15211,4,1,0.01394479,Shot_against,Dartmouth,Dartmouth
1539,4,1,0.01412928,Shot_against,Dartmouth,Dartmouth
3940,4,1,0.01414653,RPIPoss,RPI,
2159,4,1,0.014149306,Breakout,RPI,
35113,4,1,0.014158218,NZ_forecheck,RPI,
4445,4,1,0.014180903,Opponent_entry,RPI,
1069,4,1,0.01419236,OppoPoss,Dartmouth,
47110,4,1,0.014216551,Opponent_forecheck,Dartmouth,
4029,4,1,0.01423924,RPIPoss,RPI,
2169,4,1,0.014240625,Breakout,RPI,
3179,4,1,0.014264815,Forecheck,RPI,
2679,4,1,0.01427338,Entry,RPI,
1079,4,1,0.01433322,OppoPoss,Dartmouth,
40111,4,1,0.014346991,Opponent_breakout,Dartmouth,
4455,4,1,0.014357755,Opponent_entry,Dartmouth,
1889,4,1,0.014375579,Takeaway,Dartmouth,Dartmouth
3689,4,1,0.014379051,NZ_offense,Dartmouth,
4128,4,1,0.01440243,RPIPoss,RPI,
3189,4,1,0.014423611,Forecheck,RPI,
2689,4,1,0.014425579,Entry,RPI,
1089,4,1,0.01446771,OppoPoss,Dartmouth,
40210,4,1,0.014480787,Opponent_breakout,Dartmouth,
29310,4,1,0.014783218,Faceoff,Dartmouth,
4037,4,1,0.014808565,Opponent_breakout,Dartmouth,
1099,4,1,0.01481632,OppoPoss,Dartmouth,
3699,4,1,0.014832755,NZ_offense,Dartmouth,
3199,4,1,0.014863079,Forecheck,Dartmouth,
4227,4,1,0.0148647,RPIPoss,RPI,
2699,4,1,0.01486713,Entry,RPI,
11013,4,1,0.01491921,OppoPoss,Dartmouth,
4046,4,1,0.014957176,Opponent_breakout,Dartmouth,
3709,4,1,0.014978241,NZ_offense,Dartmouth,
4723,4,1,0.015051389,Opponent_forecheck,Dartmouth,
4465,4,1,0.01507037,Opponent_entry,Dartmouth,
4327,4,1,0.0151081,RPIPoss,RPI,
2459,4,1,0.015131134,Defensive_zone,RPI,
4819,4,1,0.015208333,Penalty,RPI,
2179,4,1,0.015224653,Breakout,RPI,
35210,4,1,0.015237153,NZ_forecheck,RPI,
4832,4,1,0.015640046,Power_play,RPI,
2949,4,1,0.01565162,Faceoff,RPI,
38113,4,1,0.015666088,Offensive_zone,RPI,
4426,4,1,0.01568264,RPIPoss,RPI,
1339,4,1,0.01572639,Shot_for,RPI,RPI
11113,4,1,0.01574433,OppoPoss,Dartmouth,
4525,4,1,0.01576424,RPIPoss,RPI,
2959,4,1,0.016214583,Faceoff,RPI,
37113,4,1,0.016222106,NZ_offense,RPI,
4627,4,1,0.01624236,RPIPoss,RPI,
2709,4,1,0.016310069,Entry,RPI,
38210,4,1,0.016345139,Offensive_zone,RPI,
1899,4,1,0.016379514,Takeaway,RPI,Dartmouth
4056,4,1,0.016464005,Opponent_breakout,RPI,
11212,4,1,0.0164956,OppoPoss,Dartmouth,
4733,4,1,0.016495602,Opponent_forecheck,Dartmouth,
4475,4,1,0.016498032,Opponent_entry,Dartmouth,
4720,4,1,0.01658484,RPIPoss,RPI,
2189,4,1,0.016633912,Breakout,RPI,
3209,4,1,0.016730671,Forecheck,RPI,
27113,4,1,0.016739931,Entry,RPI,
11310,4,1,0.01679387,OppoPoss,Dartmouth,
4066,4,1,0.016808565,Opponent_breakout,Dartmouth,
33210,4,1,0.016842014,Goalie_touch,Dartmouth,
2199,4,1,0.016864583,Breakout,Dartmouth,
4820,4,1,0.01690949,RPIPoss,RPI,
32113,4,1,0.016939352,Forecheck,RPI,
27210,4,1,0.01694838,Entry,RPI,
38310,4,1,0.017006481,Offensive_zone,RPI,
1349,4,1,0.01715278,Shot_for,RPI,RPI
11410,4,1,0.01715394,OppoPoss,Dartmouth,
4917,4,1,0.01718935,RPIPoss,RPI,
1359,4,1,0.01720579,Shot_for,RPI,RPI
1159,4,1,0.01722373,OppoPoss,Dartmouth,
4076,4,1,0.017251273,Opponent_breakout,Dartmouth,
33310,4,1,0.017297801,Goalie_touch,Dartmouth,
509,4,1,0.01732778,RPIPoss,RPI,
2209,4,1,0.017351157,Breakout,RPI,
32210,4,1,0.01740081,Forecheck,RPI,
27310,4,1,0.017408333,Entry,RPI,
1169,4,1,0.01746806,OppoPoss,Dartmouth,
4085,4,1,0.017480093,Opponent_breakout,Dartmouth,
4743,4,1,0.017500116,Opponent_forecheck,Dartmouth,
4485,4,1,0.017501968,Opponent_entry,Dartmouth,
22113,4,1,0.017605556,Breakout,Dartmouth,
32310,4,1,0.017620833,Forecheck,Dartmouth,
5113,4,1,0.01763044,RPIPoss,RPI,
2749,4,1,0.017639468,Entry,RPI,
2969,4,1,0.018464005,Faceoff,RPI,
37211,4,1,0.018474653,NZ_offense,RPI,
5211,4,1,0.01850625,RPIPoss,RPI,
3249,4,1,0.018531134,Forecheck,RPI,
2759,4,1,0.018535185,Entry,RPI,
1179,4,1,0.0185684,OppoPoss,Dartmouth,
4095,4,1,0.018606134,Opponent_breakout,Dartmouth,
4495,4,1,0.018623264,Opponent_entry,Dartmouth,
3349,4,1,0.018648032,Goalie_touch,Dartmouth,
2979,4,1,0.018938194,Faceoff,Dartmouth,
3849,4,1,0.018960417,Offensive_zone,Dartmouth,
539,4,1,0.01898472,RPIPoss,RPI,
1369,4,1,0.01899213,Shot_for,RPI,RPI
1379,4,1,0.01902616,Shot_for,RPI,RPI
1389,4,1,0.0190375,Shot_for,RPI,RPI
1189,4,1,0.01904167,OppoPoss,Dartmouth,
41010,4,1,0.019089583,Opponent_breakout,Dartmouth,
4505,4,1,0.019122454,Opponent_entry,Dartmouth,
2469,4,1,0.019134722,Defensive_zone,Dartmouth,
1549,4,1,0.01917407,Shot_against,Dartmouth,Dartmouth
549,4,1,0.01919502,RPIPoss,RPI,
1199,4,1,0.01920567,OppoPoss,Dartmouth,
1559,4,1,0.01923403,Shot_against,Dartmouth,Dartmouth
22211,4,1,0.019252546,Breakout,Dartmouth,
559,4,1,0.0192838,RPIPoss,RPI,
3739,4,1,0.019286111,NZ_offense,RPI,
17113,4,1,0.019297454,Giveaway,RPI,RPI
2769,4,1,0.019346065,Entry,RPI,
3859,4,1,0.019364931,Offensive_zone,RPI,
1209,4,1,0.01943738,OppoPoss,Dartmouth,
41110,4,1,0.019459954,Opponent_breakout,Dartmouth,
3749,4,1,0.019483912,NZ_offense,Dartmouth,
569,4,1,0.01951528,RPIPoss,RPI,
3259,4,1,0.019517361,Forecheck,RPI,
2779,4,1,0.019526852,Entry,RPI,
3869,4,1,0.019578125,Offensive_zone,RPI,
1909,4,1,0.019584954,Takeaway,RPI,Dartmouth
12113,4,1,0.01959491,OppoPoss,Dartmouth,
579,4,1,0.01961725,RPIPoss,RPI,
1399,4,1,0.01963785,Shot_for,RPI,RPI
4129,4,1,0.019654745,Opponent_breakout,RPI,
12211,4,1,0.01965475,OppoPoss,Dartmouth,
4753,4,1,0.019677315,Opponent_forecheck,Dartmouth,
45111,4,1,0.019679051,Opponent_entry,Dartmouth,
589,4,1,0.01974653,RPIPoss,RPI,
2239,4,1,0.019808449,Breakout,RPI,
3759,4,1,0.019865509,NZ_offense,RPI,
3269,4,1,0.019909954,Forecheck,RPI,
2789,4,1,0.019913773,Entry,RPI,
1239,4,1,0.0199816,OppoPoss,Dartmouth,
4135,4,1,0.019993287,Opponent_breakout,Dartmouth,
4762,4,1,0.020023495,Opponent_forecheck,Dartmouth,
4526,4,1,0.020024769,Opponent_entry,Dartmouth,
2479,4,1,0.020086343,Defensive_zone,Dartmouth,
19113,4,1,0.020094097,Takeaway,Dartmouth,Dartmouth
2249,4,1,0.020138889,Breakout,Dartmouth,
599,4,1,0.020139,RPIPoss,RPI,
3279,4,1,0.020177662,Forecheck,RPI,
2799,4,1,0.020190162,Entry,RPI,
1249,4,1,0.02023634,OppoPoss,Dartmouth,
4145,4,1,0.020261227,Opponent_breakout,Dartmouth,
4535,4,1,0.020302662,Opponent_entry,Dartmouth,
2989,4,1,0.020524074,Faceoff,Dartmouth,
35310,4,1,0.020556134,NZ_forecheck,Dartmouth,
1259,4,1,0.02058935,OppoPoss,Dartmouth,
4772,4,1,0.020614005,Opponent_forecheck,Dartmouth,
4545,4,1,0.020616898,Opponent_entry,Dartmouth,
3359,4,1,0.020627546,Goalie_touch,Dartmouth,
609,4,1,0.02064792,RPIPoss,RPI,
2999,4,1,0.020960069,Faceoff,RPI,
6113,4,1,0.02098958,RPIPoss,RPI,
2259,4,1,0.021053819,Breakout,RPI,
6211,4,1,0.02105752,RPIPoss,RPI,
3289,4,1,0.021070718,Forecheck,RPI,
2809,4,1,0.021079861,Entry,RPI,
1269,4,1,0.0211515,OppoPoss,Dartmouth,
4155,4,1,0.021157639,Opponent_breakout,Dartmouth,
4782,4,1,0.021195255,Opponent_forecheck,Dartmouth,
4555,4,1,0.021197222,Opponent_entry,Dartmouth,
639,4,1,0.02130208,RPIPoss,RPI,
2269,4,1,0.021331829,Breakout,RPI,
28113,4,1,0.021365741,Entry,RPI,
3879,4,1,0.021370718,Offensive_zone,RPI,
1409,4,1,0.0214066,Shot_for,RPI,RPI
3009,4,1,0.021692593,Faceoff,RPI,
3889,4,1,0.021705208,Offensive_zone,RPI,
649,4,1,0.02174144,RPIPoss,RPI,
1279,4,1,0.02187708,OppoPoss,Dartmouth,
4165,4,1,0.021935532,Opponent_breakout,Dartmouth,
4565,4,1,0.021945718,Opponent_entry,Dartmouth,
4792,4,1,0.021945833,Opponent_forecheck,Dartmouth,
2279,4,1,0.021972222,Breakout,Dartmouth,
659,4,1,0.02198333,RPIPoss,RPI,
26114,4,1,0.000823148,Faceoff,,
32311,4,1,0.000849421,NZ_offense,,
1150,4,1,0.000850463,RPIPoss,RPI,
27810,4,1,0.000918287,Forecheck,RPI,
23710,4,1,0.000920718,Entry,RPI,
26212,4,1,0.001227546,Faceoff,RPI,
2150,4,1,0.001262963,RPIPoss,RPI,
18710,4,1,0.001264931,Breakout,RPI,
27910,4,1,0.001296759,Forecheck,RPI,
23810,4,1,0.001300231,Entry,RPI,
33410,4,1,0.001371296,Offensive_zone,RPI,
17310,4,1,0.001382292,Takeaway,RPI,Dartmouth
3150,4,1,0.001683681,RPIPoss,RPI,
11213,4,1,0.001757407,Shot_for,RPI,RPI
11311,4,1,0.001793981,Shot_for,RPI,RPI
17410,4,1,0.001819792,Takeaway,RPI,Dartmouth
11411,4,1,0.002071875,Shot_for,RPI,RPI
17510,4,1,0.002087963,Takeaway,RPI,Dartmouth
5710,4,1,0.002156366,OppoPoss,Dartmouth,
11510,4,1,0.002159375,Shot_for,Dartmouth,RPI
26310,4,1,0.002470833,Faceoff,Dartmouth,
5810,4,1,0.002505671,OppoPoss,Dartmouth,
17610,4,1,0.002525694,Takeaway,Dartmouth,Dartmouth
33510,4,1,0.002536574,Offensive_zone,Dartmouth,
4130,4,1,0.002545255,RPIPoss,RPI,
16310,4,1,0.002827431,Giveaway,RPI,RPI
5910,4,1,0.002840394,OppoPoss,Dartmouth,
17710,4,1,0.002851736,Takeaway,Dartmouth,Dartmouth
34910,4,1,0.002871412,Opponent_breakout,Dartmouth,
17810,4,1,0.002885069,Takeaway,Dartmouth,Dartmouth
32410,4,1,0.002896181,NZ_offense,Dartmouth,
540,4,1,0.002921065,RPIPoss,RPI,
23910,4,1,0.002923495,Entry,RPI,
33610,4,1,0.002941435,Offensive_zone,RPI,
11610,4,1,0.002983565,Shot_for,RPI,RPI
11710,4,1,0.003063657,Shot_for,RPI,RPI
11810,4,1,0.003216667,Shot_for,RPI,RPI
6010,4,1,0.00322037,OppoPoss,Dartmouth,
35010,4,1,0.003232407,Opponent_breakout,Dartmouth,
36710,4,1,0.003257523,Opponent_entry,Dartmouth,
21510,4,1,0.00326956,Defensive_zone,Dartmouth,
30211,4,1,0.003312963,Goalie_touch,Dartmouth,
13910,4,1,0.003316204,Shot_against,Dartmouth,Dartmouth
640,4,1,0.003332639,RPIPoss,RPI,
18810,4,1,0.003384722,Breakout,RPI,
28010,4,1,0.003416204,Forecheck,RPI,
24010,4,1,0.003419097,Entry,RPI,
33710,4,1,0.003472685,Offensive_zone,RPI,
11910,4,1,0.003537616,Shot_for,RPI,RPI
12010,4,1,0.003553588,Shot_for,RPI,RPI
12114,4,1,0.003576505,Shot_for,RPI,RPI
12212,4,1,0.003664005,Shot_for,RPI,RPI
6114,4,1,0.003672454,OppoPoss,Dartmouth,
17910,4,1,0.003721412,Takeaway,Dartmouth,Dartmouth
30810,4,1,0.003762963,NZ_forecheck,Dartmouth,
3978,4,1,0.00386713,Opponent_forecheck,Dartmouth,
36810,4,1,0.003869329,Opponent_entry,Dartmouth,
740,4,1,0.003923148,RPIPoss,RPI,
18910,4,1,0.00394919,Breakout,RPI,
16410,4,1,0.003982523,Giveaway,RPI,RPI
6212,4,1,0.003992593,OppoPoss,Dartmouth,
36910,4,1,0.00399456,Opponent_entry,Dartmouth,
21610,4,1,0.004020602,Defensive_zone,Dartmouth,
4176,4,1,0.004028009,Penalty,Dartmouth,
4196,4,1,0.004439583,Penalty_kill,Dartmouth,
26410,4,1,0.004455324,Faceoff,Dartmouth,
6310,4,1,0.004472338,OppoPoss,Dartmouth,
21710,4,1,0.004482407,Defensive_zone,Dartmouth,
14010,4,1,0.004534028,Shot_against,Dartmouth,Dartmouth
14114,4,1,0.004604861,Shot_against,Dartmouth,Dartmouth
840,4,1,0.004619444,RPIPoss,RPI,
6410,4,1,0.004634375,OppoPoss,Dartmouth,
42111,4,1,0.004676505,Zone_clear,Dartmouth,
19010,4,1,0.004682755,Breakout,Dartmouth,
940,4,1,0.004690046,RPIPoss,RPI,
28114,4,1,0.004734028,Forecheck,RPI,
6510,4,1,0.004744792,OppoPoss,Dartmouth,
3988,4,1,0.004798495,Opponent_forecheck,Dartmouth,
37010,4,1,0.004806713,Opponent_entry,Dartmouth,
21810,4,1,0.004925694,Defensive_zone,Dartmouth,
4228,4,1,0.004953819,Zone_clear,Dartmouth,
14212,4,1,0.004957292,Shot_against,Dartmouth,Dartmouth
1040,4,1,0.004965972,RPIPoss,RPI,
19114,4,1,0.004977083,Breakout,RPI,
28212,4,1,0.005006366,Forecheck,RPI,
6610,4,1,0.005015509,OppoPoss,Dartmouth,
3998,4,1,0.005108102,Opponent_forecheck,Dartmouth,
37114,4,1,0.005110764,Opponent_entry,Dartmouth,
21910,4,1,0.005175579,Defensive_zone,Dartmouth,
1160,4,1,0.005409606,RPIPoss,RPI,
6710,4,1,0.005421528,OppoPoss,Dartmouth,
1240,4,1,0.005618403,RPIPoss,RPI,
14310,4,1,0.005620718,Shot_against,RPI,Dartmouth
30910,4,1,0.005653241,NZ_forecheck,RPI,
6810,4,1,0.005676389,OppoPoss,Dartmouth,
37212,4,1,0.005696296,Opponent_entry,Dartmouth,
22010,4,1,0.005709144,Defensive_zone,Dartmouth,
1340,4,1,0.005809375,RPIPoss,RPI,
4236,4,1,0.005810532,Zone_clear,RPI,
19211,4,1,0.005823148,Breakout,RPI,
32510,4,1,0.00585787,NZ_offense,RPI,
24114,4,1,0.00592662,Entry,RPI,
33810,4,1,0.005941088,Offensive_zone,RPI,
12310,4,1,0.005980787,Shot_for,RPI,RPI
18010,4,1,0.005986343,Takeaway,RPI,Dartmouth
12410,4,1,0.006062847,Shot_for,RPI,RPI
6910,4,1,0.006128009,OppoPoss,Dartmouth,
1440,4,1,0.00615787,RPIPoss,RPI,
12510,4,1,0.006178241,Shot_for,RPI,RPI
7010,4,1,0.006195023,OppoPoss,Dartmouth,
35114,4,1,0.006229977,Opponent_breakout,Dartmouth,
4008,4,1,0.006255787,Opponent_forecheck,Dartmouth,
37310,4,1,0.006262847,Opponent_entry,Dartmouth,
1540,4,1,0.006367708,RPIPoss,RPI,
19310,4,1,0.006405093,Breakout,RPI,
28310,4,1,0.006418403,Forecheck,RPI,
24211,4,1,0.006439815,Entry,RPI,
35211,4,1,0.006496759,Opponent_breakout,RPI,
7114,4,1,0.006497222,OppoPoss,Dartmouth,
37410,4,1,0.006521528,Opponent_entry,Dartmouth,
22114,4,1,0.006541204,Defensive_zone,Dartmouth,
14410,4,1,0.006625,Shot_against,Dartmouth,Dartmouth
1640,4,1,0.006649074,RPIPoss,RPI,
19410,4,1,0.006690856,Breakout,RPI,
31014,4,1,0.006715278,NZ_forecheck,RPI,
7212,4,1,0.006736111,OppoPoss,Dartmouth,
37510,4,1,0.006751157,Opponent_entry,Dartmouth,
22212,4,1,0.006763194,Defensive_zone,Dartmouth,
18114,4,1,0.006784606,Takeaway,Dartmouth,Dartmouth
1750,4,1,0.006797454,RPIPoss,RPI,
19510,4,1,0.006809144,Breakout,RPI,
16510,4,1,0.006830671,Giveaway,RPI,RPI
40112,4,1,0.006843056,Opponent_forecheck,RPI,
37610,4,1,0.006844329,Opponent_entry,RPI,
1840,4,1,0.006899421,RPIPoss,RPI,
19610,4,1,0.006903588,Breakout,RPI,
31114,4,1,0.006927778,NZ_forecheck,RPI,
37710,4,1,0.006945023,Opponent_entry,RPI,
22310,4,1,0.006950347,Defensive_zone,RPI,
7310,4,1,0.006973148,OppoPoss,Dartmouth,
14510,4,1,0.006989005,Shot_against,Dartmouth,Dartmouth
1950,4,1,0.007014236,RPIPoss,RPI,
7410,4,1,0.007060648,OppoPoss,Dartmouth,
14610,4,1,0.007078241,Shot_against,Dartmouth,Dartmouth
2050,4,1,0.007142245,RPIPoss,RPI,
7510,4,1,0.007164468,OppoPoss,Dartmouth,
14710,4,1,0.007192593,Shot_against,Dartmouth,Dartmouth
2160,4,1,0.007285417,RPIPoss,RPI,
30310,4,1,0.007296296,Goalie_touch,RPI,
19710,4,1,0.007340856,Breakout,RPI,
31213,4,1,0.007355324,NZ_forecheck,RPI,
7610,4,1,0.007384028,OppoPoss,Dartmouth,
37810,4,1,0.007395949,Opponent_entry,Dartmouth,
22410,4,1,0.007410417,Defensive_zone,Dartmouth,
14810,4,1,0.007448727,Shot_against,Dartmouth,Dartmouth
26510,4,1,0.007870023,Faceoff,Dartmouth,
31311,4,1,0.007882755,NZ_forecheck,Dartmouth,
40211,4,1,0.007894444,Opponent_forecheck,Dartmouth,
37910,4,1,0.007895718,Opponent_entry,Dartmouth,
7710,4,1,0.007897454,OppoPoss,Dartmouth,
2240,4,1,0.007952083,RPIPoss,RPI,
7810,4,1,0.007967593,OppoPoss,Dartmouth,
16610,4,1,0.00796794,Giveaway,Dartmouth,RPI
2350,4,1,0.007979051,RPIPoss,RPI,
19810,4,1,0.007990856,Breakout,RPI,
7910,4,1,0.008013889,OppoPoss,Dartmouth,
16710,4,1,0.008023843,Giveaway,Dartmouth,RPI
38010,4,1,0.008033912,Opponent_entry,Dartmouth,
22510,4,1,0.00803831,Defensive_zone,Dartmouth,
14910,4,1,0.00808287,Shot_against,Dartmouth,Dartmouth
26610,4,1,0.008487037,Faceoff,Dartmouth,
31411,4,1,0.008499537,NZ_forecheck,Dartmouth,
8010,4,1,0.008511458,OppoPoss,Dartmouth,
4038,4,1,0.008519097,Opponent_forecheck,Dartmouth,
38114,4,1,0.00852037,Opponent_entry,Dartmouth,
15010,4,1,0.008572338,Shot_against,Dartmouth,Dartmouth
26710,4,1,0.009669792,Faceoff,Dartmouth,
22610,4,1,0.009682523,Defensive_zone,Dartmouth,
8114,4,1,0.009714236,OppoPoss,Dartmouth,
15114,4,1,0.009715741,Shot_against,Dartmouth,Dartmouth
16810,4,1,0.009775347,Giveaway,Dartmouth,RPI
15212,4,1,0.009818634,Shot_against,Dartmouth,Dartmouth
2440,4,1,0.00983125,RPIPoss,RPI,
19910,4,1,0.009879051,Breakout,RPI,
26810,4,1,0.010166667,Faceoff,RPI,
32610,4,1,0.010177778,NZ_offense,RPI,
2550,4,1,0.010190278,RPIPoss,RPI,
24311,4,1,0.010232986,Entry,RPI,
31510,4,1,0.010236227,NZ_forecheck,RPI,
28410,4,1,0.010294329,Forecheck,RPI,
31610,4,1,0.010303009,NZ_forecheck,RPI,
8212,4,1,0.010325231,OppoPoss,Dartmouth,
28510,4,1,0.010352315,Forecheck,Dartmouth,
2640,4,1,0.010370023,RPIPoss,RPI,
8310,4,1,0.010396065,OppoPoss,Dartmouth,
35311,4,1,0.010406481,Opponent_breakout,Dartmouth,
4047,4,1,0.010422338,Opponent_forecheck,Dartmouth,
2740,4,1,0.010464352,RPIPoss,RPI,
20010,4,1,0.010478009,Breakout,RPI,
24410,4,1,0.010509375,Entry,RPI,
33910,4,1,0.01051412,Offensive_zone,RPI,
12610,4,1,0.010575579,Shot_for,RPI,RPI
8410,4,1,0.010589352,OppoPoss,Dartmouth,
12710,4,1,0.010602546,Shot_for,Dartmouth,RPI
32710,4,1,0.010629514,NZ_offense,Dartmouth,
2840,4,1,0.010640625,RPIPoss,RPI,
16910,4,1,0.010696412,Giveaway,RPI,RPI
8510,4,1,0.010718171,OppoPoss,Dartmouth,
38211,4,1,0.01071956,Opponent_entry,Dartmouth,
2940,4,1,0.010755903,RPIPoss,RPI,
32810,4,1,0.010759259,NZ_offense,RPI,
28610,4,1,0.010790162,Forecheck,RPI,
24510,4,1,0.010803935,Entry,RPI,
35410,4,1,0.010882292,Opponent_breakout,RPI,
8610,4,1,0.010890625,OppoPoss,Dartmouth,
32910,4,1,0.010896759,NZ_offense,Dartmouth,
28710,4,1,0.010929167,Forecheck,Dartmouth,
24610,4,1,0.010931944,Entry,Dartmouth,
18212,4,1,0.011025463,Takeaway,Dartmouth,Dartmouth
26910,4,1,0.01207338,Faceoff,Dartmouth,
28810,4,1,0.012097222,Forecheck,Dartmouth,
24710,4,1,0.012098727,Entry,Dartmouth,
3050,4,1,0.012100694,RPIPoss,RPI,
8710,4,1,0.012145949,OppoPoss,Dartmouth,
31710,4,1,0.012212616,NZ_forecheck,Dartmouth,
4057,4,1,0.012252199,Opponent_forecheck,Dartmouth,
38311,4,1,0.012268866,Opponent_entry,Dartmouth,
30410,4,1,0.012270949,Goalie_touch,Dartmouth,
22710,4,1,0.012295949,Defensive_zone,Dartmouth,
8810,4,1,0.012306713,OppoPoss,Dartmouth,
15310,4,1,0.012359838,Shot_against,Dartmouth,Dartmouth
15410,4,1,0.012368866,Shot_against,Dartmouth,Dartmouth
3160,4,1,0.012373148,RPIPoss,RPI,
27010,4,1,0.012724884,Faceoff,RPI,
8910,4,1,0.012759375,OppoPoss,Dartmouth,
22810,4,1,0.012761227,Defensive_zone,Dartmouth,
3240,4,1,0.012802546,RPIPoss,RPI,
20114,4,1,0.012806829,Breakout,RPI,
4067,4,1,0.01283831,Opponent_forecheck,RPI,
38410,4,1,0.012840278,Opponent_entry,RPI,
9010,4,1,0.012846875,OppoPoss,Dartmouth,
30510,4,1,0.012862847,Goalie_touch,Dartmouth,
22910,4,1,0.012897106,Defensive_zone,Dartmouth,
3340,4,1,0.012898843,RPIPoss,RPI,
9114,4,1,0.012916551,OppoPoss,Dartmouth,
15510,4,1,0.012924306,Shot_against,Dartmouth,Dartmouth
27114,4,1,0.015003819,Faceoff,Dartmouth,
33010,4,1,0.015035648,NZ_offense,Dartmouth,
3440,4,1,0.015038657,RPIPoss,RPI,
28910,4,1,0.015062037,Forecheck,RPI,
24810,4,1,0.015081713,Entry,RPI,
9212,4,1,0.015140509,OppoPoss,Dartmouth,
18310,4,1,0.015154167,Takeaway,Dartmouth,Dartmouth
35510,4,1,0.015168403,Opponent_breakout,Dartmouth,
38510,4,1,0.015191088,Opponent_entry,Dartmouth,
23010,4,1,0.015231713,Defensive_zone,Dartmouth,
15610,4,1,0.015297917,Shot_against,Dartmouth,Dartmouth
3540,4,1,0.015393981,RPIPoss,RPI,
20211,4,1,0.015572454,Breakout,RPI,
31810,4,1,0.015591435,NZ_forecheck,RPI,
9310,4,1,0.015613773,OppoPoss,Dartmouth,
4077,4,1,0.015698032,Opponent_forecheck,Dartmouth,
38610,4,1,0.015699653,Opponent_entry,Dartmouth,
3640,4,1,0.015763426,RPIPoss,RPI,
20310,4,1,0.015778819,Breakout,RPI,
31910,4,1,0.015793519,NZ_forecheck,RPI,
29010,4,1,0.015823611,Forecheck,RPI,
9410,4,1,0.015832639,OppoPoss,Dartmouth,
3740,4,1,0.015837847,RPIPoss,RPI,
9510,4,1,0.015861343,OppoPoss,Dartmouth,
35610,4,1,0.01596169,Opponent_breakout,Dartmouth,
18410,4,1,0.015973727,Takeaway,Dartmouth,Dartmouth
29114,4,1,0.015998611,Forecheck,Dartmouth,
24910,4,1,0.016000347,Entry,Dartmouth,
3840,4,1,0.016007755,RPIPoss,RPI,
35710,4,1,0.016080787,Opponent_breakout,RPI,
4086,4,1,0.01611331,Opponent_forecheck,RPI,
9610,4,1,0.016125,OppoPoss,Dartmouth,
20410,4,1,0.016140046,Breakout,Dartmouth,
3949,4,1,0.016170255,RPIPoss,RPI,
29211,4,1,0.016170486,Forecheck,RPI,
25010,4,1,0.01617338,Entry,RPI,
9710,4,1,0.016277315,OppoPoss,Dartmouth,
35810,4,1,0.016279167,Opponent_breakout,Dartmouth,
4096,4,1,0.016312269,Opponent_forecheck,Dartmouth,
38710,4,1,0.016313773,Opponent_entry,Dartmouth,
23114,4,1,0.016342708,Defensive_zone,Dartmouth,
15710,4,1,0.016360995,Shot_against,Dartmouth,Dartmouth
15810,4,1,0.016375347,Shot_against,Dartmouth,Dartmouth
20510,4,1,0.016458333,Breakout,Dartmouth,
32010,4,1,0.016461343,NZ_forecheck,Dartmouth,
41011,4,1,0.016461806,Opponent_forecheck,Dartmouth,
38810,4,1,0.016463773,Opponent_entry,Dartmouth,
30610,4,1,0.016485532,Goalie_touch,Dartmouth,
4030,4,1,0.016517014,RPIPoss,RPI,
20610,4,1,0.016531134,Breakout,RPI,
25114,4,1,0.016545718,Entry,RPI,
27211,4,1,0.016845949,Faceoff,RPI,
23211,4,1,0.01688831,Defensive_zone,RPI,
4136,4,1,0.016899769,RPIPoss,RPI,
9810,4,1,0.016922801,OppoPoss,Dartmouth,
20710,4,1,0.016962616,Breakout,Dartmouth,
4229,4,1,0.016971991,RPIPoss,RPI,
29311,4,1,0.016991088,Forecheck,RPI,
25211,4,1,0.016993403,Entry,RPI,
9910,4,1,0.017028125,OppoPoss,Dartmouth,
35910,4,1,0.017040856,Opponent_breakout,Dartmouth,
25310,4,1,0.017098958,Entry,Dartmouth,
34010,4,1,0.017108449,Offensive_zone,Dartmouth,
12810,4,1,0.017140741,Shot_for,Dartmouth,RPI
10010,4,1,0.017175463,OppoPoss,Dartmouth,
36010,4,1,0.017227894,Opponent_breakout,Dartmouth,
41111,4,1,0.017247106,Opponent_forecheck,Dartmouth,
38910,4,1,0.017248727,Opponent_entry,Dartmouth,
20810,4,1,0.017366667,Breakout,Dartmouth,
25410,4,1,0.017387963,Entry,Dartmouth,
4328,4,1,0.017396065,RPIPoss,RPI,
34114,4,1,0.017397569,Offensive_zone,RPI,
12910,4,1,0.01756956,Shot_for,RPI,RPI
13010,4,1,0.017635301,Shot_for,RPI,RPI
13114,4,1,0.017658449,Shot_for,RPI,RPI
27311,4,1,0.018934375,Faceoff,RPI,
34212,4,1,0.018951968,Offensive_zone,RPI,
13212,4,1,0.018958449,Shot_for,RPI,RPI
36114,4,1,0.019078125,Opponent_breakout,RPI,
4427,4,1,0.019113773,RPIPoss,RPI,
29410,4,1,0.0191375,Forecheck,RPI,
27410,4,1,0.019526273,Faceoff,RPI,
